month,day,campaign_number,user_engagement,banner,placement,displays,cost,clicks,revenue,post_click_conversions,post_click_sales_amount,ctr,roi_computed,revenue_per_click
April,5,camp 3,Medium,300 x 250,abc,7,0.0118,0,0.0,0,0.0,0.0,0.0,0.0
April,5,camp 3,Medium,300 x 250,def,25090,2.6383,150,7.7749,3,214.9266,0.5978,294.6936,0.0518
April,5,camp 3,Medium,300 x 250,ghi,2934,1.6084,79,4.094,0,0.0,2.6926,254.5387,0.0518
April,5,camp 3,Medium,300 x 250,jkl,39,0.0214,0,0.0,0,0.0,0.0,0.0,0.0
April,5,camp 3,Medium,300 x 250,mno,94134,7.5218,321,16.637,3,734.9176,0.341,221.1838,0.0518
April,5,camp 3,High,468 x 60,def,102,0.0161,1,0.0518,0,0.0,0.9804,321.7391,0.0518
April,5,camp 3,High,468 x 60,ghi,1,0.0003,0,0.0,0,0.0,0.0,0.0,0.0
April,5,camp 3,High,468 x 60,mno,222,0.0149,0,0.0,0,0.0,0.0,0.0,0.0
April,5,camp 3,Low,468 x 60,def,117,0.0084,0,0.0,0,0.0,0.0,0.0,0.0
April,5,camp 3,Low,468 x 60,ghi,1,0.0003,0,0.0,0,0.0,0.0,0.0,0.0
April,5,camp 3,Low,468 x 60,mno,189,0.0025,1,0.0518,0,0.0,0.5291,2072.0,0.0518
April,5,camp 3,Medium,468 x 60,def,277,0.0314,0,0.0,0,0.0,0.0,0.0,0.0
April,5,camp 3,Medium,468 x 60,ghi,6,0.0023,0,0.0,0,0.0,0.0,0.0,0.0
April,5,camp 3,Medium,468 x 60,mno,505,0.0081,0,0.0,0,0.0,0.0,0.0,0.0
April,5,camp 3,High,580 x 400,mno,6906,2.8885,34,1.7627,8,154.0046,0.4923,61.0248,0.0518
April,5,camp 3,Low,580 x 400,mno,7785,0.5895,33,1.7108,0,0.0,0.4239,290.212,0.0518
April,5,camp 3,Medium,580 x 400,mno,18172,2.4472,223,11.5613,0,0.0,1.2272,472.4297,0.0518
April,5,camp 3,High,670 x 90,def,521,0.1756,2,0.1036,0,0.0,0.3839,58.9977,0.0518
April,5,camp 3,High,670 x 90,ghi,151,0.1287,0,0.0,0,0.0,0.0,0.0,0.0
April,5,camp 3,High,670 x 90,jkl,77,0.052,0,0.0,0,0.0,0.0,0.0,0.0
April,5,camp 3,High,670 x 90,mno,1714,0.3055,14,0.7258,0,0.0,0.8168,237.5777,0.0518
April,5,camp 3,Low,670 x 90,def,455,0.0501,2,0.1036,0,0.0,0.4396,206.7864,0.0518
April,5,camp 3,Low,670 x 90,ghi,64,0.0888,0,0.0,0,0.0,0.0,0.0,0.0
April,5,camp 3,Low,670 x 90,jkl,8,0.0041,0,0.0,0,0.0,0.0,0.0,0.0
April,5,camp 3,Low,670 x 90,mno,2280,0.0484,3,0.1555,0,0.0,0.1316,321.281,0.0518
April,5,camp 3,Medium,670 x 90,def,2186,0.3016,14,0.7249,0,0.0,0.6404,240.3515,0.0518
April,5,camp 3,Medium,670 x 90,ghi,240,0.2762,2,0.1036,0,0.0,0.8333,37.5091,0.0518
April,5,camp 3,Medium,670 x 90,jkl,113,0.0741,5,0.2592,0,0.0,4.4248,349.7976,0.0518
April,5,camp 3,Medium,670 x 90,mno,5973,0.2326,9,0.4666,0,0.0,0.1507,200.6019,0.0518
April,5,camp 3,High,728 x 90,def,8087,2.3346,13,0.6739,3,493.4707,0.1608,28.8658,0.0518
April,5,camp 3,High,728 x 90,ghi,1378,1.4781,10,0.5184,0,0.0,0.7257,35.0721,0.0518
April,5,camp 3,High,728 x 90,jkl,2944,1.1627,8,0.413,1,119.6275,0.2717,35.5208,0.0516
April,5,camp 3,High,728 x 90,mno,29979,6.3362,55,2.8514,1,128.9377,0.1835,45.0017,0.0518
April,5,camp 3,Low,728 x 90,abc,1,0.0015,0,0.0,0,0.0,0.0,0.0,0.0
April,5,camp 3,Low,728 x 90,def,9968,1.1362,46,2.3848,0,0.0,0.4615,209.8926,0.0518
April,5,camp 3,Low,728 x 90,ghi,557,0.6027,3,0.1555,0,0.0,0.5386,25.8006,0.0518
April,5,camp 3,Low,728 x 90,jkl,280,0.1021,2,0.1036,0,0.0,0.7143,101.4691,0.0518
April,5,camp 3,Low,728 x 90,mno,54633,2.1735,130,6.7398,0,0.0,0.238,310.0897,0.0518
April,5,camp 3,Medium,728 x 90,abc,1,0.0021,0,0.0,0,0.0,0.0,0.0,0.0
April,5,camp 3,Medium,728 x 90,def,28724,4.3399,123,6.3768,1,239.7298,0.4282,146.9343,0.0518
April,5,camp 3,Medium,728 x 90,ghi,1799,1.7988,18,0.9332,0,0.0,1.0006,51.879,0.0518
April,5,camp 3,Medium,728 x 90,jkl,2613,0.9459,27,1.3998,0,0.0,1.0333,147.986,0.0518
April,5,camp 3,Medium,728 x 90,mno,120060,8.2816,368,19.0779,6,150.3687,0.3065,230.3649,0.0518
April,5,camp 3,Medium,728 x 90,,1,0.0008,0,0.0,0,0.0,0.0,0.0,0.0
April,5,camp 3,High,800 x 250,mno,2,0.0002,0,0.0,0,0.0,0.0,0.0,0.0
April,5,camp 3,Low,800 x 250,mno,10,0.0003,0,0.0,0,0.0,0.0,0.0,0.0
April,5,camp 3,Medium,800 x 250,mno,1,0.0,0,0.0,0,0.0,0.0,0.0,0.0
April,6,camp 1,High,160 x 600,abc,7,0.0118,0,0.0,0,0.0,0.0,0.0,0.0
April,6,camp 1,High,160 x 600,def,20806,28.7436,149,26.5958,35,2734.4018,0.7161,92.5277,0.1785
April,6,camp 1,High,160 x 600,ghi,17590,31.226,182,32.4829,66,3072.4577,1.0347,104.0252,0.1785
April,6,camp 1,High,160 x 600,mno,147381,202.6187,1534,273.7841,574,24331.8723,1.0408,135.1228,0.1785
April,6,camp 1,High,160 x 600,,1,0.0006,0,0.0,0,0.0,0.0,0.0,0.0
April,6,camp 1,Low,160 x 600,def,638,0.131,1,0.1784,0,0.0,0.1567,136.1832,0.1784
April,6,camp 1,Low,160 x 600,ghi,30,0.0441,0,0.0,0,0.0,0.0,0.0,0.0
April,6,camp 1,Low,160 x 600,mno,1813,0.316,2,0.3569,0,0.0,0.1103,112.943,0.1784
April,6,camp 1,Medium,160 x 600,def,2587,1.3153,15,2.6768,0,0.0,0.5798,203.5125,0.1785
April,6,camp 1,Medium,160 x 600,ghi,638,1.0172,5,0.8937,0,0.0,0.7837,87.8588,0.1787
April,6,camp 1,Medium,160 x 600,mno,16377,9.6514,150,26.7713,18,1106.5369,0.9159,277.3826,0.1785
April,6,camp 1,High,240 x 400,def,62559,57.3333,355,63.3592,130,6663.5869,0.5675,110.5103,0.1785
April,6,camp 1,High,240 x 400,ghi,442067,394.8222,10677,1905.598,2886,141494.0881,2.4152,482.6471,0.1785
April,6,camp 1,High,240 x 400,jkl,67765,33.2776,631,112.6363,161,9369.8564,0.9312,338.4748,0.1785
April,6,camp 1,High,240 x 400,mno,159698,296.8451,1497,267.1866,612,21701.8865,0.9374,90.0088,0.1785
April,6,camp 1,Low,240 x 400,def,802,0.1449,4,0.7138,0,0.0,0.4988,492.6156,0.1784
April,6,camp 1,Low,240 x 400,ghi,1368,1.1144,24,4.2829,2,31.9563,1.7544,384.3234,0.1785
April,6,camp 1,Low,240 x 400,jkl,299,0.138,3,0.5353,1,57.0294,1.0033,387.8986,0.1784
April,6,camp 1,Low,240 x 400,mno,1344,0.3184,5,0.8922,0,0.0,0.372,280.2136,0.1784
April,6,camp 1,Medium,240 x 400,def,7173,2.5109,34,6.0675,6,1359.3506,0.474,241.6464,0.1785
April,6,camp 1,Medium,240 x 400,ghi,27662,23.8174,736,131.3554,82,3470.8747,2.6607,551.5102,0.1785
April,6,camp 1,Medium,240 x 400,jkl,4960,2.4218,58,10.3519,6,406.2622,1.1694,427.4465,0.1785
April,6,camp 1,Medium,240 x 400,mno,14479,11.4141,105,18.7378,10,534.5013,0.7252,164.1636,0.1785
April,6,camp 1,High,300 x 250,abc,8,0.0145,0,0.0,0,0.0,0.0,0.0,0.0
April,6,camp 1,High,300 x 250,def,45976,51.7185,222,39.6287,89,3306.5671,0.4829,76.6238,0.1785
April,6,camp 1,High,300 x 250,ghi,61763,41.5118,1025,182.9396,361,16072.9225,1.6596,440.693,0.1785
April,6,camp 1,High,300 x 250,jkl,8459,4.4209,39,6.9597,18,793.5047,0.461,157.4272,0.1785
April,6,camp 1,High,300 x 250,mno,273438,323.5145,1977,352.8712,709,33860.4452,0.723,109.0743,0.1785
April,6,camp 1,Low,300 x 250,def,473,0.132,4,0.7138,0,0.0,0.8457,540.7576,0.1784
April,6,camp 1,Low,300 x 250,ghi,190,0.1159,2,0.3569,0,0.0,1.0526,307.9379,0.1784
April,6,camp 1,Low,300 x 250,jkl,37,0.0204,0,0.0,0,0.0,0.0,0.0,0.0
April,6,camp 1,Low,300 x 250,mno,3487,0.7401,21,3.7475,1,33.1163,0.6022,506.3505,0.1785
April,6,camp 1,Medium,300 x 250,abc,2,0.004,0,0.0,0,0.0,0.0,0.0,0.0
April,6,camp 1,Medium,300 x 250,def,4871,3.2827,22,3.9275,2,88.5092,0.4517,119.6424,0.1785
April,6,camp 1,Medium,300 x 250,ghi,2917,1.8106,73,13.0272,1,213.3569,2.5026,719.4963,0.1785
April,6,camp 1,Medium,300 x 250,jkl,596,0.3396,1,0.1784,0,0.0,0.1678,52.5324,0.1784
April,6,camp 1,Medium,300 x 250,mno,29760,15.698,192,34.2665,27,1226.8509,0.6452,218.2858,0.1785
April,6,camp 1,High,468 x 60,def,1463,1.0055,5,0.8922,3,36.3412,0.3418,88.732,0.1784
April,6,camp 1,High,468 x 60,ghi,369,0.1411,0,0.0,0,0.0,0.0,0.0,0.0
April,6,camp 1,High,468 x 60,jkl,19,0.0119,2,0.3569,0,0.0,10.5263,2999.1597,0.1784
April,6,camp 1,High,468 x 60,mno,3264,1.9639,9,1.6075,3,228.2896,0.2757,81.8524,0.1786
April,6,camp 1,Low,468 x 60,def,2,0.0003,0,0.0,0,0.0,0.0,0.0,0.0
April,6,camp 1,Low,468 x 60,mno,11,0.0033,0,0.0,0,0.0,0.0,0.0,0.0
April,6,camp 1,Medium,468 x 60,def,83,0.0254,0,0.0,0,0.0,0.0,0.0,0.0
April,6,camp 1,Medium,468 x 60,ghi,15,0.0057,0,0.0,0,0.0,0.0,0.0,0.0
April,6,camp 1,Medium,468 x 60,mno,233,0.1211,1,0.1784,0,0.0,0.4292,147.3163,0.1784
April,6,camp 1,High,580 x 400,mno,52793,148.0878,1027,183.2962,597,26789.7522,1.9453,123.7754,0.1785
April,6,camp 1,Low,580 x 400,mno,420,0.1339,2,0.3569,0,0.0,0.4762,266.5422,0.1784
April,6,camp 1,Medium,580 x 400,mno,4556,5.4882,74,13.2072,4,374.6849,1.6242,240.6472,0.1785
April,6,camp 1,High,670 x 90,def,6173,12.9764,57,10.1734,31,3262.128,0.9234,78.3992,0.1785
April,6,camp 1,High,670 x 90,ghi,24287,19.9583,178,31.7681,59,1610.4097,0.7329,159.1724,0.1785
April,6,camp 1,High,670 x 90,jkl,415,0.279,9,1.6061,0,0.0,2.1687,575.6631,0.1785
April,6,camp 1,High,670 x 90,mno,19240,29.8136,178,31.7725,61,3173.6247,0.9252,106.5705,0.1785
April,6,camp 1,Low,670 x 90,def,54,0.0116,0,0.0,0,0.0,0.0,0.0,0.0
April,6,camp 1,Low,670 x 90,ghi,34,0.0258,0,0.0,0,0.0,0.0,0.0,0.0
April,6,camp 1,Low,670 x 90,jkl,2,0.0007,0,0.0,0,0.0,0.0,0.0,0.0
April,6,camp 1,Low,670 x 90,mno,204,0.0325,1,0.1784,0,0.0,0.4902,548.9231,0.1784
April,6,camp 1,Medium,670 x 90,def,569,0.3867,1,0.1784,0,0.0,0.1757,46.134,0.1784
April,6,camp 1,Medium,670 x 90,ghi,1422,1.1214,18,3.2122,4,170.6422,1.2658,286.4455,0.1785
April,6,camp 1,Medium,670 x 90,jkl,75,0.0483,3,0.5353,0,0.0,4.0,1108.2816,0.1784
April,6,camp 1,Medium,670 x 90,mno,1919,1.2136,8,1.4276,4,202.624,0.4169,117.6335,0.1784
April,6,camp 1,High,728 x 90,abc,13,0.0191,0,0.0,0,0.0,0.0,0.0,0.0
April,6,camp 1,High,728 x 90,def,87164,106.6194,547,97.6356,145,7840.0516,0.6276,91.574,0.1785
April,6,camp 1,High,728 x 90,ghi,266675,339.0445,3765,671.9891,1292,52266.6561,1.4118,198.2009,0.1785
April,6,camp 1,High,728 x 90,jkl,42571,17.202,339,60.5084,135,5988.806,0.7963,351.7521,0.1785
April,6,camp 1,High,728 x 90,mno,323078,365.3526,2234,398.7397,971,47701.4293,0.6915,109.1383,0.1785
April,6,camp 1,High,728 x 90,,12,0.0118,0,0.0,0,0.0,0.0,0.0,0.0
April,6,camp 1,Low,728 x 90,abc,1,0.0015,0,0.0,0,0.0,0.0,0.0,0.0
April,6,camp 1,Low,728 x 90,def,995,0.2302,2,0.3569,1,217.3339,0.201,155.0391,0.1784
April,6,camp 1,Low,728 x 90,ghi,416,0.4876,3,0.5353,0,0.0,0.7212,109.7826,0.1784
April,6,camp 1,Low,728 x 90,jkl,217,0.0803,0,0.0,0,0.0,0.0,0.0,0.0
April,6,camp 1,Low,728 x 90,mno,4021,0.6618,21,3.7475,2,78.6736,0.5223,566.2587,0.1785
April,6,camp 1,Medium,728 x 90,def,9557,5.8792,33,5.889,5,676.6033,0.3453,100.1667,0.1785
April,6,camp 1,Medium,728 x 90,ghi,12549,15.1314,202,36.0481,34,2610.1872,1.6097,238.2337,0.1785
April,6,camp 1,Medium,728 x 90,jkl,3741,1.4761,28,4.9967,2,110.5407,0.7485,338.5069,0.1785
April,6,camp 1,Medium,728 x 90,mno,37547,17.8975,241,43.0153,30,1477.2586,0.6419,240.3425,0.1785
April,6,camp 1,High,800 x 250,mno,13,0.0152,1,0.1784,1,7.3166,7.6923,1173.6842,0.1784
April,6,camp 2,Low,160 x 600,abc,1,0.001,0,0.0,0,0.0,0.0,0.0,0.0
April,6,camp 2,Low,160 x 600,def,6512,0.7093,16,0.6118,0,0.0,0.2457,86.2541,0.0382
April,6,camp 2,Low,160 x 600,ghi,147,0.1888,1,0.0382,0,0.0,0.6803,20.2331,0.0382
April,6,camp 2,Low,160 x 600,mno,41145,4.3222,290,11.0912,17,672.3465,0.7048,256.6101,0.0382
April,6,camp 2,Low,160 x 600,,1,0.0006,0,0.0,0,0.0,0.0,0.0,0.0
April,6,camp 2,Medium,160 x 600,abc,4,0.006,0,0.0,0,0.0,0.0,0.0,0.0
April,6,camp 2,Medium,160 x 600,def,23568,6.1374,212,8.107,4,226.5881,0.8995,132.0918,0.0382
April,6,camp 2,Medium,160 x 600,ghi,3556,5.4529,51,1.9502,0,0.0,1.4342,35.7645,0.0382
April,6,camp 2,Medium,160 x 600,mno,154417,40.531,2925,111.8622,16,1118.4315,1.8942,275.9917,0.0382
April,6,camp 2,Low,240 x 400,def,15848,2.1949,69,2.6389,0,0.0,0.4354,120.2287,0.0382
April,6,camp 2,Low,240 x 400,ghi,33459,26.8351,664,25.3936,10,460.4,1.9845,94.6283,0.0382
April,6,camp 2,Low,240 x 400,jkl,4656,2.1452,58,2.2182,2,9.7399,1.2457,103.4029,0.0382
April,6,camp 2,Low,240 x 400,mno,35931,4.2781,149,5.6978,0,0.0,0.4147,133.1853,0.0382
April,6,camp 2,Medium,240 x 400,def,81688,18.9143,936,35.8007,13,965.7798,1.1458,189.2785,0.0382
April,6,camp 2,Medium,240 x 400,ghi,281989,243.7887,12101,462.7885,226,18900.4435,4.2913,189.8318,0.0382
April,6,camp 2,Medium,240 x 400,jkl,37096,17.6216,951,36.3705,12,1403.1808,2.5636,206.3973,0.0382
April,6,camp 2,Medium,240 x 400,mno,155674,48.8059,2075,79.3586,34,2593.6312,1.3329,162.6004,0.0382
April,6,camp 2,Low,300 x 250,def,11521,1.618,63,2.4091,1,5.7233,0.5468,148.8937,0.0382
April,6,camp 2,Low,300 x 250,ghi,4835,2.9339,97,3.7102,0,0.0,2.0062,126.4597,0.0382
April,6,camp 2,Low,300 x 250,jkl,138,0.079,0,0.0,0,0.0,0.0,0.0,0.0
April,6,camp 2,Low,300 x 250,mno,73608,7.5723,356,13.6149,8,398.1852,0.4836,179.7987,0.0382
April,6,camp 2,Medium,300 x 250,abc,2,0.0035,0,0.0,0,0.0,0.0,0.0,0.0
April,6,camp 2,Medium,300 x 250,def,42649,15.3892,405,15.4896,8,422.4149,0.9496,100.6524,0.0382
April,6,camp 2,Medium,300 x 250,ghi,37063,23.2523,1329,50.8283,25,2064.6624,3.5858,218.5947,0.0382
April,6,camp 2,Medium,300 x 250,jkl,1910,1.0459,23,0.8795,0,0.0,1.2042,84.0903,0.0382
April,6,camp 2,Medium,300 x 250,mno,282231,70.0127,2889,110.485,51,3298.8086,1.0236,157.8071,0.0382
April,6,camp 2,Low,468 x 60,def,130,0.0146,0,0.0,0,0.0,0.0,0.0,0.0
April,6,camp 2,Low,468 x 60,ghi,4,0.0015,0,0.0,0,0.0,0.0,0.0,0.0
April,6,camp 2,Low,468 x 60,mno,564,0.0175,2,0.0764,0,0.0,0.3546,436.5714,0.0382
April,6,camp 2,Medium,468 x 60,def,854,0.1689,7,0.2676,0,0.0,0.8197,158.4369,0.0382
April,6,camp 2,Medium,468 x 60,ghi,138,0.0527,0,0.0,0,0.0,0.0,0.0,0.0
April,6,camp 2,Medium,468 x 60,jkl,1,0.0006,0,0.0,0,0.0,0.0,0.0,0.0
April,6,camp 2,Medium,468 x 60,mno,2715,0.3059,13,0.4971,0,0.0,0.4788,162.5041,0.0382
April,6,camp 2,Low,580 x 400,mno,13171,3.0032,230,8.7961,0,0.0,1.7463,292.8909,0.0382
April,6,camp 2,Medium,580 x 400,mno,51490,28.0627,1775,67.8824,22,1777.678,3.4473,241.8955,0.0382
April,6,camp 2,Low,670 x 90,def,685,0.167,10,0.3824,0,0.0,1.4599,228.982,0.0382
April,6,camp 2,Low,670 x 90,ghi,583,0.4412,8,0.3059,0,0.0,1.3722,69.3336,0.0382
April,6,camp 2,Low,670 x 90,jkl,49,0.0276,0,0.0,0,0.0,0.0,0.0,0.0
April,6,camp 2,Low,670 x 90,mno,4652,0.392,20,0.7648,0,0.0,0.4299,195.102,0.0382
April,6,camp 2,Medium,670 x 90,def,5292,2.4411,68,2.6013,0,0.0,1.285,106.5626,0.0383
April,6,camp 2,Medium,670 x 90,ghi,8072,7.5325,81,3.0974,2,194.3131,1.0035,41.1205,0.0382
April,6,camp 2,Medium,670 x 90,jkl,516,0.333,16,0.6131,0,0.0,3.1008,184.1141,0.0383
April,6,camp 2,Medium,670 x 90,mno,17772,4.5981,240,9.1783,2,87.3857,1.3504,199.6107,0.0382
April,6,camp 2,Low,728 x 90,def,16347,2.6115,83,3.1746,0,0.0,0.5077,121.5623,0.0382
April,6,camp 2,Low,728 x 90,ghi,5906,6.3192,67,2.5627,0,0.0,1.1344,40.5542,0.0382
April,6,camp 2,Low,728 x 90,jkl,2064,0.8202,22,0.8412,0,0.0,1.0659,102.5604,0.0382
April,6,camp 2,Low,728 x 90,mno,86459,7.705,426,16.2908,4,162.9462,0.4927,211.4315,0.0382
April,6,camp 2,Low,728 x 90,,2,0.0038,0,0.0,0,0.0,0.0,0.0,0.0
April,6,camp 2,Medium,728 x 90,abc,3,0.0045,0,0.0,0,0.0,0.0,0.0,0.0
April,6,camp 2,Medium,728 x 90,def,83330,27.0491,780,29.8308,13,1307.7627,0.936,110.2839,0.0382
April,6,camp 2,Medium,728 x 90,ghi,85053,95.6018,2049,78.363,80,5288.2221,2.4091,81.9681,0.0382
April,6,camp 2,Medium,728 x 90,jkl,21014,8.4963,315,12.0483,12,1598.0786,1.499,141.8064,0.0382
April,6,camp 2,Medium,728 x 90,mno,355124,77.4583,3877,148.2741,35,4210.4837,1.0917,191.4244,0.0382
April,6,camp 2,Medium,728 x 90,,12,0.0096,0,0.0,0,0.0,0.0,0.0,0.0
April,6,camp 2,Medium,800 x 250,mno,1,0.0,0,0.0,0,0.0,0.0,0.0,0.0
April,6,camp 3,High,160 x 600,def,2617,0.7196,3,0.1529,1,311.9029,0.1146,21.2479,0.051
April,6,camp 3,High,160 x 600,ghi,30,0.0259,1,0.0509,0,0.0,3.3333,196.5251,0.0509
April,6,camp 3,High,160 x 600,mno,19060,4.48,47,2.3964,6,343.5151,0.2466,53.4911,0.051
April,6,camp 3,Low,160 x 600,abc,3,0.0022,0,0.0,0,0.0,0.0,0.0,0.0
April,6,camp 3,Low,160 x 600,def,11177,0.7761,15,0.7648,1,18.8398,0.1342,98.544,0.051
April,6,camp 3,Low,160 x 600,ghi,32,0.0452,0,0.0,0,0.0,0.0,0.0,0.0
April,6,camp 3,Low,160 x 600,mno,43908,2.4143,127,6.4754,0,0.0,0.2892,268.2102,0.051
April,6,camp 3,Low,160 x 600,,1,0.0006,0,0.0,0,0.0,0.0,0.0,0.0
April,6,camp 3,Medium,160 x 600,abc,1,0.0007,0,0.0,0,0.0,0.0,0.0,0.0
April,6,camp 3,Medium,160 x 600,def,16779,1.7277,38,1.9375,0,0.0,0.2265,112.1433,0.051
April,6,camp 3,Medium,160 x 600,ghi,82,0.0946,0,0.0,0,0.0,0.0,0.0,0.0
April,6,camp 3,Medium,160 x 600,mno,84803,8.3799,380,19.3769,13,695.8352,0.4481,231.2307,0.051
April,6,camp 3,Medium,160 x 600,,3,0.002,0,0.0,0,0.0,0.0,0.0,0.0
April,6,camp 3,High,240 x 400,def,8958,2.0697,22,1.1217,1,140.1644,0.2456,54.1963,0.051
April,6,camp 3,High,240 x 400,ghi,12911,10.6771,87,4.4367,10,929.78,0.6738,41.5534,0.051
April,6,camp 3,High,240 x 400,jkl,9483,4.3952,29,1.479,6,289.5129,0.3058,33.6503,0.051
April,6,camp 3,High,240 x 400,mno,22030,5.9157,50,2.5493,12,553.7235,0.227,43.0938,0.051
April,6,camp 3,Low,240 x 400,def,16613,1.4798,37,1.8882,0,0.0,0.2227,127.5983,0.051
April,6,camp 3,Low,240 x 400,ghi,8296,6.1334,77,3.9264,0,0.0,0.9282,64.0167,0.051
April,6,camp 3,Low,240 x 400,jkl,2239,1.0227,12,0.6118,0,0.0,0.536,59.822,0.051
April,6,camp 3,Low,240 x 400,mno,25497,1.078,44,2.2434,0,0.0,0.1726,208.1076,0.051
April,6,camp 3,Medium,240 x 400,def,41077,4.6484,135,6.8837,0,0.0,0.3287,148.0875,0.051
April,6,camp 3,Medium,240 x 400,ghi,32502,26.0474,571,29.1146,5,243.676,1.7568,111.7755,0.051
April,6,camp 3,Medium,240 x 400,jkl,12365,5.734,140,7.1386,1,29.0135,1.1322,124.496,0.051
April,6,camp 3,Medium,240 x 400,mno,63839,5.2889,206,10.5038,3,118.8437,0.3227,198.6008,0.051
April,6,camp 3,High,300 x 250,def,5590,1.8874,18,0.919,0,0.0,0.322,48.6913,0.0511
April,6,camp 3,High,300 x 250,ghi,1596,0.9619,22,1.1217,2,286.5876,1.3784,116.613,0.051
April,6,camp 3,High,300 x 250,jkl,384,0.2353,3,0.1529,0,0.0,0.7812,64.9809,0.051
April,6,camp 3,High,300 x 250,mno,31890,9.044,89,4.5383,6,254.9354,0.2791,50.1802,0.051
April,6,camp 3,Low,300 x 250,abc,3,0.0026,0,0.0,0,0.0,0.0,0.0,0.0
April,6,camp 3,Low,300 x 250,def,22488,1.4472,70,3.5691,0,0.0,0.3113,246.6211,0.051
April,6,camp 3,Low,300 x 250,ghi,1241,0.6611,26,1.326,0,0.0,2.0951,200.5748,0.051
April,6,camp 3,Low,300 x 250,jkl,8,0.0031,0,0.0,0,0.0,0.0,0.0,0.0
April,6,camp 3,Low,300 x 250,mno,60502,3.0391,133,6.7813,4,33.6262,0.2198,223.1351,0.051
April,6,camp 3,Low,300 x 250,,1,0.0008,0,0.0,0,0.0,0.0,0.0,0.0
April,6,camp 3,Medium,300 x 250,abc,3,0.0026,0,0.0,0,0.0,0.0,0.0,0.0
April,6,camp 3,Medium,300 x 250,def,33234,4.3735,155,7.9043,0,0.0,0.4664,180.7317,0.051
April,6,camp 3,Medium,300 x 250,ghi,4519,2.4454,124,6.3232,0,0.0,2.744,258.5753,0.051
April,6,camp 3,Medium,300 x 250,jkl,77,0.0448,1,0.0509,0,0.0,1.2987,113.6161,0.0509
April,6,camp 3,Medium,300 x 250,mno,123856,11.4093,466,23.7656,0,0.0,0.3762,208.3002,0.051
April,6,camp 3,Medium,300 x 250,,2,0.0017,0,0.0,0,0.0,0.0,0.0,0.0
April,6,camp 3,High,468 x 60,def,105,0.0195,0,0.0,0,0.0,0.0,0.0,0.0
April,6,camp 3,High,468 x 60,ghi,3,0.0011,0,0.0,0,0.0,0.0,0.0,0.0
April,6,camp 3,High,468 x 60,mno,275,0.0185,0,0.0,0,0.0,0.0,0.0,0.0
April,6,camp 3,Low,468 x 60,def,171,0.0129,0,0.0,0,0.0,0.0,0.0,0.0
April,6,camp 3,Low,468 x 60,ghi,3,0.0011,0,0.0,0,0.0,0.0,0.0,0.0
April,6,camp 3,Low,468 x 60,mno,267,0.0039,0,0.0,0,0.0,0.0,0.0,0.0
April,6,camp 3,Medium,468 x 60,def,365,0.0393,1,0.0509,0,0.0,0.274,129.5165,0.0509
April,6,camp 3,Medium,468 x 60,ghi,10,0.0038,0,0.0,0,0.0,0.0,0.0,0.0
April,6,camp 3,Medium,468 x 60,mno,923,0.017,0,0.0,0,0.0,0.0,0.0,0.0
April,6,camp 3,High,580 x 400,mno,8252,3.8468,38,1.9375,0,0.0,0.4605,50.3665,0.051
April,6,camp 3,Low,580 x 400,mno,10711,0.9938,96,4.8947,0,0.0,0.8963,492.5236,0.051
April,6,camp 3,Medium,580 x 400,mno,25282,4.0196,256,13.0543,0,0.0,1.0126,324.7661,0.051
April,6,camp 3,High,670 x 90,def,619,0.2344,1,0.0509,0,0.0,0.1616,21.715,0.0509
April,6,camp 3,High,670 x 90,ghi,235,0.2003,2,0.1023,3,114.0963,0.8511,51.0734,0.0512
April,6,camp 3,High,670 x 90,jkl,91,0.0606,0,0.0,0,0.0,0.0,0.0,0.0
April,6,camp 3,High,670 x 90,mno,2059,0.4616,6,0.3063,0,0.0,0.2914,66.3562,0.0511
April,6,camp 3,Low,670 x 90,def,1111,0.1254,6,0.3059,0,0.0,0.5401,243.9394,0.051
April,6,camp 3,Low,670 x 90,ghi,137,0.1708,0,0.0,0,0.0,0.0,0.0,0.0
April,6,camp 3,Low,670 x 90,jkl,22,0.0131,3,0.1529,0,0.0,13.6364,1167.1756,0.051
April,6,camp 3,Low,670 x 90,mno,2926,0.0843,5,0.2549,0,0.0,0.1709,302.3725,0.051
April,6,camp 3,Medium,670 x 90,def,3405,0.5127,22,1.1217,0,0.0,0.6461,218.7829,0.051
April,6,camp 3,Medium,670 x 90,ghi,551,0.6346,1,0.0509,0,0.0,0.1815,8.0208,0.0509
April,6,camp 3,Medium,670 x 90,jkl,127,0.0804,2,0.1019,0,0.0,1.5748,126.7413,0.051
April,6,camp 3,Medium,670 x 90,mno,7374,0.386,12,0.6122,0,0.0,0.1627,158.601,0.051
April,6,camp 3,High,728 x 90,def,10492,3.1431,13,0.6639,1,67.5589,0.1239,21.1225,0.0511
April,6,camp 3,High,728 x 90,ghi,1910,2.0539,11,0.5612,0,0.0,0.5759,27.3236,0.051
April,6,camp 3,High,728 x 90,jkl,4139,1.5362,9,0.4593,0,0.0,0.2174,29.8985,0.051
April,6,camp 3,High,728 x 90,mno,31290,7.2155,55,2.8043,8,888.0227,0.1758,38.8649,0.051
April,6,camp 3,High,728 x 90,,2,0.0016,0,0.0,0,0.0,0.0,0.0,0.0
April,6,camp 3,Low,728 x 90,def,16794,2.0706,55,2.8051,1,62.1214,0.3275,135.4728,0.051
